restaurant_id,date,review_id,stars,text,Sentiment
tr862,2/4/2014,revtrain20330,2,"Olive Garden ""jumped the shark"" years ago.  They are a drain on the income of the company that owns them because they can't justify the prices they charge, thus less people are going in year after year.  The food is bland and overpriced, example, $13.00 for spaghetti and meatballs, $16 for lasagna????  Your food better be damn good at those prices, and Olive Garden is not even close.  There are so many restaurants that have better food and lower prices in Vegas that it's just a matter of time before Olive Garden is no more....one caveat:   the servers are really good, they try their best to do everything right, I can't fault them for the company's food and pricing problems.",negative
tr862,2/14/2014,revtrain20331,4,"4 stars because our server Nancy was very attentive in spite of valentines day crowd.. she definitely took care of us. We ordered a bottle of Moscato which is not bad for $31 and did the the 2 for 25... of course we did the specialty entr??e with an additional price, we ordered the shrimp scampi, which I must say is very good for olive garden material, and new york strip steak.. The steak was tender and almost cook to perfection, there were some very dry parts, but that's okay... Over all the food was very decent...",positive
tr862,3/25/2014,revtrain20332,1,"I love Italian food. Never visited an Olive garden before. My wife had a $25 dollar gift card, so I took my wife here to use the gift card and try out the olive garden. 

  My first impression upon walking in was not good due to the bad smell. Smelled like stale Parmesan cheese mixed with the body odor of several people that havent taken a bath in a month.  I sat down and was given menus. The menus had dried food smeared all over them from previous customers. 

  The waiter had cookie crumbs on his shirt, and what appeared to be salad dressing stains on front of shirt. 

  I was tempted to walk out, but decided what the hell, lets use this gift card up. 

 Ordered the special   unlimited bread sticks, soup, or salad, and pasta with sauce for me and wife. (9.99 each)

 Waiter brought a basket with a whopping 3 bread sticks. I got the salad, wife got soup. The salad tasted pretty good, but mostly had just 3 green salad leafs. The rest was mostly salad stems, onions, croutons and other junk. They give you a big bowl of salad and it is mostly stems. I could have asked for more salad, but I might have to argue about not finishing what was brought to me. 

   The pasta seemed to have been sitting around for a while before I arrived. It was dehydrated and not fresh. had to use knife and fork to cut it up. The marinara sauce had an off smell and taste to it. I could only manage to force myself to take a few bites. What crap!!!! The back ground smell, and the pasta smell and taste almost had my stomach churning. 

    the fun part was when the waiter brought the check. The total was 28.39, I gave him the 25 dollar gift certificate, and 3.40 in cash. had to wait for 15 minutes for my change., and waiter tried offering us dessert, which was included. I declined desert, as the deserts were probably crap too. I took my penny of change and departed with out leaving a tip. Needless to say I wont be coming back there. The prices are a bit high, and the quality of the food is terrible. The staff seems friendly and attentive, but jeezz the smell in there just makes you look at at the dirtiness around you more, and makes you wonder how clean is the kitchen.",negative
tr862,4/4/2014,revtrain20333,2,"Barley a 2 star. The food was good the service simply was not good.  Out server was very nice she took our order,  we got our good but then we were just forgot about. Ordered auce soups and salad. Only got 1 salad and 1 soup after a 30 min of waiting finally got someone to get is a second bowl of soup.  



This is strange because I have been to this location several times in the past and have never had a problem even with large parties.",negative
tr862,4/19/2014,revtrain20334,3,"I honestly just come to Olive Garden for their unlimited soup, breadsticks & salad for $6.95. I always get the Tuscan sausage soup. I've tried Tuscan soups in different restaurants & for some reason Olive Gardens always trumps everyone else's. 



Tuscan soup has a little kick to it. It's made in a thin creamy broth with ground sausage, kale, potatoes & delicious seasonings. They add grated cheese (at your preference), which makes it even better. Always gotta get their Peach Bellini as well! Bomb!



The beau got the Chicken Alfredo. Not a big fan of Alfredo but I always sneak a bite. 



They have some newer items on the menu. There's a special-- buy one now, take one to go for $12.99. Which is a pretty good deal for all the leftover Lovin fatties!



Olive Garden has one of the best Moscatos I've ever tasted. Also I tried their Roscato, which is a delicately fizzy sweet red wine. One of my new found obsessions. & I'm not a big Red wine drinker either. 



Staff is pretty ok here. It's kind of hit or miss. Today we had the pleasure of being waited on by, Lilibeth. She was pretty attentive.",positive
tr862,4/25/2014,revtrain20335,5,The specials are ongoing and the food is to die for. The waitstaff is very attentive. They are quick to exchange orders if the food does not meet up with our tastes. Not their fault. I was not aware how spicy it would be and could not eat it. They were very understanding. I don't go on holidays or during busy hours so the wait if any has never been more than 10 min.,positive
tr862,6/3/2014,revtrain20336,4,"We went to Olive Garden today for a little date! Daniele was our server and she was so amazing and content :)!!! The food was delicious! There was no wait to be seated even though we got there during a dinner rush. I highly recommend this location ! Ask for Daniele if you can , she will hook you up!",positive
tr862,6/4/2014,revtrain20337,4,Yay I love this place for lunch on the east side. It's reasonably priced but it's usually pretty busy so the service is pretty good the food is good and you get a lot for your money.,positive
tr862,6/17/2014,revtrain20338,3,"Got home after picking up my order and realized they forgot my breadsticks. I even ordered extra. I called to get a refund on the extra ones and was told I would need to speak to a manager, 10 minutes holding and no one. I hung up. Poor customer service. Food was good though.",positive
tr862,6/25/2014,revtrain20339,4,"Be it take-out or dine-in, the food is rarely flat out bad. 



The food is normally scorching hot, but not overcooked. The waitstaff is pretty friendly and helpful.



Sitting at the bar can be fun, their bartenders are lively and enjoyable to talk to.



The chicken and shrimp carbonara, lasagna, and chicken flatbread never disappoints.



The chicken parmagiana is good %90 of the time, but be careful of the tough cutlets that can be churned out of here sometimes. The calamari and spicy calamari is great when you dine in, but beware of tough or fishy pieces if you order takeout at night. The same goes for the stuffed mushrooms, they're flavorful and tender on a good night.



 I'd say the chicken alfredo has a lower success rate of being as good. The alfredo sauce can be sticky and clumpy at times.",positive
tr862,8/3/2014,revtrain20340,1,"So last night myself, hubby and the In laws decided to go to the Olive Garden to go eat due to the fact that they were coming from out of town . The night started of good but progressively got worse (not the food) the service . As 9:00pm rolled around our waitress Betsy started boxing up our food and taking our plates ? She didn't even bother to ask if we were done . She then proceeded to give is our check ( we didn't ask for it yet) and then came back around and asked us if we were ready with our check? Why are you trying to kick us out Betsy you don't close until 11!? After this one of the In laws asked for one last bowl of ENDLESS soup. Betsy says "" um sureeee you can have soup"" really it's unlimited . Tired of her rudeness we cut our catching up with the family short and left . Leaving a bad tip ( not gonna lie ) . The next morning I check my bank account and I was charged twice for our meal confirmed by our bank.I can't help but think this wasn't an accident . Olive Garden should be embarrassed .",negative
tr862,8/17/2014,revtrain20341,4,"I've actually been to this location a couple times now. My most recent was for lunch with hubby, I ordered the half size meatball sandwich it had yummy sauce, melty cheese,  and crunchy yet soft bread. It's served with garlic fries and of course choice of soup or salad, I had the minestrone soup. I definitely enjoy the pasta with tomato broth.  Hubby ordered the chicken parmesean also with garlic fries. I did have a bite of his chicken was moist and crunchy, melted provolone, marinara sauce,  the same fresh good bread as my meatball sandwich. We shared the appetizer fried lasagna,  always a good choice.

The salad I always enjoy,  to me the olives and peppercinis perfect the salad.



Something funny - for the name being Olive Garden,  the salad is the only item I seen on the menu that actually contains olives!!!  Having an olive bar would be a lovely touch.



However the staff is always welcoming and professional,  will return.  One day I will order one of their desserts!  I'm too full after the dinner to attempt it, the hard choice is deciding which to pick!",positive
tr862,9/10/2014,revtrain20342,5,"Yet again another updated review on Olive Garden! I went for another date night with hubby last night . The food was wonderful ( as usual ) as was the service . Everyone has an off night just remember that ! The food is consistently good as is the service . I'm glad I gave OG another chance. I don't regret it ! Plus they have the buy one take one home deal going on right now , plus you can get a free red box !! How cool !",positive
tr862,9/12/2014,revtrain20343,5,Food was awesome and our waitress Tina R was even more awesome! Ask for her when you go!!  She is super fun to talk to and brought our food super fast,positive
tr862,10/28/2014,revtrain20344,3,"I enjoyed this place for the most part. Good food. Ghetto area, but the food is good.",positive
tr862,11/7/2014,revtrain20345,2,"Should have listened to the reviews!!

My husband ordered a margarita and it was just not right. They brought another one and thou it was somewhat better it still wasn't good. 

I ordered the never ending pasta bowl and at first I chose the whole wheat fettuccine Alfredo which was extremely dry. So for the next order I tried the regular fettuccine and this time it was creamy but flavorless. 

My husband's food wasn't the best either. So I guess we won't be coming back to this one!!",negative
tr862,11/20/2014,revtrain20346,5,Been here many times and staff and food always great. The seafood Alfredo is delicious.,positive
tr862,12/2/2014,revtrain20347,5,We have eaten here quite a few times. The times that we are lucky to have Martel as our server we feel the service is exceptionally high. The food has always been great. Everyone could take a lesson in customer service from his outstanding personal skills!,positive
tr862,12/3/2014,revtrain20348,4,"Experience:  this is my 95 y/o Grandfather's favorite spot, so I come with him often. 

The funniest thing is he actually thought this was a little local, authentic-Italian joint up the street. It made it difficult for me to tell him that this is a national chain all over the country. 



Food: the food is pretty good for a chain restaurant. I would never call this authentic Italian, but American Italian. 

I love the complimentary salad and breadsticks.  

On this visit, I got the appetizer trio with zucchini, calamari and stuffed mushrooms.  All three were very good. 



Service:  I like the waiters here. The ladies at the door are always friendly too. 



Facility: what can I say...just like every other Olive Garden....clean, comfortable, and plenty of space. 



Overall review:  I will give them 4 stars because for American Italian the food is pretty good. The staff is friendly and the service is good.",positive
tr862,12/22/2014,revtrain20349,3,"Eh, the server seemed too busy to actually take care of our needs. The food was kind of dry. I ordered the Steak Gorgonzola and the pasta was dry. We also ordered the Pappardelle Pesctore. Didn't look anything like the picture and was very ""fishy"" smelling. The Norther Tour of Italy was OK too. The salad was also lacking in dressing, like it was coming out of the servers pockets! The calamari was also bland tasting. We asked for more lemon for the calamari but didn't get it toward the end. The ""new"" Italian style buffalo wings was dry. Why a three, because we are loyal Olive Garden people! We come here once every other month and normally we

get EXCELLENT FOOD AND SERVICE. Maybe it was an off day?",positive
tr863,7/8/2012,revtrain20350,4,"Your basic run of the mill Arby's nothing really stood out for me. The service was good, the food was hot and delicious. I wasn't disappointed, just wasn't wow'd by any aspect. 



Pros: Close to my home, good service, food was hot and fresh. 



can't say anything for the interior of the restaurant as I went through the drive through.



NOTE: They are giving 15% off military discount for an undetermined amount of time",positive
tr863,7/11/2012,revtrain20351,4,"I just went to Arbys and tried 3 different sandwhiches.  The mushroom swiss roastbeef was amazingly awesome, but the roastbeef chedder was disappointing.  The cheese was runny and a real let down.",positive
tr863,4/29/2013,revtrain20352,2,"I would give the food 4 stars... Their staff would get 0 stars... So, I feel 2 stars is fair. I love their food and was exited to learn there was one right down the street from Nellis AFB! But, I will not be going back to this location! My order was rang out wrong. I was given an attitude about them forgetting my drink. Then, my sandwich was wrong and I didn't ask them to remark it. I simple asked for the pickles they forgot. I was screamed at because my pickles would come out of the cashiers pay?! Other employees stepped in and apologized but I was already mad at that point. Went back to the table and told my husband we were leaving! The cashier sat right outside the door and took a smoke break. We had to basically climb over her to leave. Then she thought it would be a good idea to call me a b**** as we got into our truck! I'm sorry I asked for pickles I paid for & you forgot my drink... I would have happily paid for the drink but you were busy being rude because you rang everything out separately. Costing me more money... As far as your rude comments,  I'll be adding them to my military wife blog and telling everyone not to bother eating at this location. Sorry Arby's, I love your food but your lack of customer service is horrible!",negative
tr863,8/10/2013,revtrain20353,1,Go somewhere else. Long wait at the drive thru. After they take your order. They make you pull up and make you wait for a long time for your order.  Like I said. Go somewhere else.,negative
tr863,8/21/2014,revtrain20354,4,"Ah curly fries, I've loved you since I was about  10yrs old. Hot fresh seasoned curly potatoes, such perfection. And now let's add the hot cheddar cup of cheese to dip them in!!! And that's just one of their sides potato cakes, mozzarella sticks, they also have onion rings, but I've never had them.

As for the sandwiches the hubby always gets the french dip (pretty good choice) sometimes he'll surprise me and go with the beef n cheddar. I love the onion roll it comes on.

Overall even the chicken cordon bleu is also very tasty.

I think of Arby's as the upper level of fast food. If you have enough room in your belly try a turnover! 

Maybe I'll have to try a mega meat stack next visit.",positive
tr864,1/21/2010,revtrain20355,4,"Always fast and friendly service here. I mostly go for Taco Tuesdays. There is never a long wait to order or to get your food. Place is clean, salsa bar is always neat and well stocked. I love sitting outside when it's warm, overall a good casual place to relax and have some tasty grub.",positive
tr864,3/10/2010,revtrain20356,3,"Someone had to twist my arm to come here and I'm glad they persuaded me. Surprisingly yummy and cheap fish tacos. 

I'm told Rubio's brought the fish taco to the US.",positive
tr864,6/4/2010,revtrain20357,4,Steak burrito especial was delicious. Perhaps it was the location (lake mead) or the fact that it was free. But kudos to Rubios for using this promotional opportunity to dish out some good stuff. Fast food Tex Mex done right.,positive
tr864,10/20/2010,revtrain20358,4,"I've been coming here since I heard of $1.25 fish taco Tuesdays and every Tuesday has been the same routine: get out of work, call Rubio's, order 3 flour fish tacos, and pick em up on my way to choir practice.  Every time I call and tell them my name, Jesus always recognizes me when I come to pick them up. Jesus brings back the comfort of being a regular at your favorite place and he always make that exception of ringing me as soon as I wall through those doors. Thumbs up for Jesus and the staff at Rubio's on Lake Mead! Happy eating! :)",positive
tr864,2/5/2011,revtrain20359,4,"This was my 2nd visit to a Rubio's....this one is in my neighborhood.  My 1st experience with Rubio's was great and I was hoping this one would be good too.  I was right!



I ordered a Steak Burrito w/Pinto Beans ($6.29).  It came out shortly and I went to the Salsa Bar to get their Spicy Salsa....it has some pretty good heat and I enjoy the flavor a lot.  The Burrito was very good and satisfying.



I'm glad I found this chain and that there's one near my house!



Return Factor - 80%",positive
tr864,4/3/2011,revtrain20360,5,"Yippee!!!  Veggie tacos are back!!  How can you not love portobello and poblano grilled on a corn tortilla with grilled cheese and then add chipotle white sauce, rice and a squeeze of lime-sooooo goooood.



LOVE LOVE LOVE this place.  I discovered Rubio's about 3 years ago and for about 2 years I was there every friday for lunch.  I could walk in and they would ring up my very specific order right down to the extra chipotle on the side.  It is very nice to see great service like this place.  Fish tacos are great,  guacamole is awesome!



People will say, ""oh, it's like Baja Fresh,"" and I will kindly say ""no, it's way better!""",positive
tr864,5/10/2011,revtrain20361,3,"Not bad. Not amazing or anything but not bad. 

The good: 

very friendly service

fish tacos!

tortilla chicken soup was pretty awesome

They have vanilla coke!

The not so good:

My chicken burrito.. I can't remember which one I ended up going with, had tons of quac in it.. I like guac, but I couldn't taste anything else in the burrito. So meh.

Wasn't really impressed with the salsa. I love spicy salsa, but I also want it to have more flavor than JUST the pepper.

Probably will return for more of that tasty soup and taco. :)",positive
tr864,6/11/2011,revtrain20362,4,"I come to Rubio's for one thing, the herb garlic shrimp tacos with bacon. I was craving these and I was on this end of town so I stopped by. This Rubio's has great seating (inside and out) and super friendly service. They were also sampling food options as you waited for your food. How awesome is that?!",positive
tr864,6/12/2011,revtrain20363,5,"bomb ass street tacos forever fresh, enuff said!",positive
tr864,12/30/2011,revtrain20364,4,"I've stopped by this Rubio's quite a few times. Strangely enough it is probably the furthest Rubio's from where I live here in the valley. But I do have a friend who lives close by and if I'm in the area it is always nice to stop in and grab some tacos.



I like Rubio's tacos. They are fresh and I have never had a bad experience with what I tend to order. I rotate between their original fish taco platter, street tacos platter, and grilled fish platter. I've never had the burritos, quesadillas, etc. On my last visit I had the street tacos platter (carne asada, chicken, and carnitas). They were all tasty and well prepared. Not fats or gristle, just good meat.



The chips are nice to dip in the beans and the numerous salsas you can get at the salsa bar. 



Lastly, this Rubio's is clean, the employees were very nice to me and my mother (and made sure my mother did not get any guac in her meal). Overall, Rubio's is still a fave of mine, especially this location.",positive
tr864,1/9/2012,revtrain20365,5,"I don't care what people say, but there are some chains that I love, and Rubios is one of them.  I love their original fish tacos.  I don't care for anything else on the menu.



And anyone who hates on eating in chain restaurants... I DARE you to come to Rubios.  Original taco plate, and substitute the beans for rice.  Yea, ... I said it!  I'm done here, you need to know nothing else.",positive
tr864,2/8/2012,revtrain20366,5,"Rubios is one of my favorites, its got a great atmosphere, super nice employees, and its great if you're a pescatarian like me. Rubios offers a lot of choices.",positive
tr864,2/29/2012,revtrain20367,4,"I came here last night with Donald for Taco Tuesday ($1.50 fish tacos after 2pm). There were quite a bit of people dining inside since they had the special going on, but there wasn't any line at all, so we got our food right away. We ordered 3 fish tacos each, which was more than enough since they were pretty big, and a small fountain drink for only $12.26. Now that was a cheap dinner! The fish was cooked well and the cabbage was fresh. The only thing I didn't really like was the corn tortillas because they were pretty thick and broke easily, but that wasn't a big deal. i just wish there was a Rubios closer to my side of town!",positive
tr864,3/8/2012,revtrain20368,4,"We came here on a whim and it was surprisingly tasty! My husband had some kind of shrimp tacos with bacon (it was good, I don't think you can go wrong with shrimp and bacon) and I had the beer-battered fish tacos with avocado and corn and some kind of tasty sauce. I thoroughly enjoyed everything except maybe the rice, but the chips and variety of salsa were really good! After checking the nutritional info, I feel slightly scandalized, but not so scandalized that I won't go back, haha.",positive
tr864,5/6/2012,revtrain20369,4,I alway enjoy this place. Great food. Head over after 2:00 pm on Tuesday and have fish tacos for $1.50 each. Enjoy,positive
tr864,6/7/2012,revtrain20370,4,"Love the fact they have a low carb wrap! I will forever drive by the ""Chip"" place I used to know so well..



Keep up the good work!!",positive
tr864,6/22/2012,revtrain20371,4,"I'm addicted to the Street Tacos! They are really yummy. I am sad I hadn't tried this place before but will now be back for sure. I got  the 3-plate combo so I got to pick from 3 tacos (chicken, steak or carnitas) and it came with rice and beans. I was able to mix-n-match the tacos so I picked one of each to try them all. They were all good but the carnitas was my favorite. 



Inside is clean and the staff is super friendly. If you sign up on their e-mail list (beach club) you get a nice coupon to go towards the cost of your purchase on your birthday! They also send other promotions. Rubio's also offers catering and fundraising services.",positive
tr864,7/7/2012,revtrain20372,5,"I have a habit of finding a food location, eating everything on the menu everyday for over a month, then getting sick of it all, and that is yet to happen here! First off I love fish, and fish is their speciality, so the relationship is now mutual. Getting a delicious Ono Burrito after a hard workout at the gym is a great pick me up. They have your typical steak and chicken burrito options if your not in the mood for fish, and these are also great. There is alway some new flavor on the menu to try. There food items are not swimming in grease so you wont feel like you swallowed a lead ball when your finished chowing down. If its your first time I recommend the Blackened Ono Burrito. If you want some shrimp, give the Mesquite shrimp burrito a go. This location is next to Whole foods on lake mead off the 95 exit.



Oh, comes stocked with a salsa bar as well. Grab a churro and enjoy!",positive
tr864,10/2/2012,revtrain20373,4,"when it comes to fast food that tastes good, too.  rubio's is a great catch  absolutely love the blackened talapita taco.  it's a reel keeper!.

the employees are always pleasant and e-fish-nt.

i'm hooked.",positive
tr864,12/23/2012,revtrain20374,5,My hubby and I ate the lobster tacos really great!!,positive
tr864,1/25/2013,revtrain20375,5,Food and staff are always awesome! Gourmet steak tacos are my favorite!,positive
tr864,2/21/2013,revtrain20376,4,"I love Rubio's. I've never had a complaint at any of their locations. Clean restaurants. Good food. Friendly employees. Amber at this location is especially friendly and goes out of her way to ensure your experience is top notch. 

Their Tuesday fish taco deal is awesome. $1.50 after 2:30 pm.",positive
tr864,3/1/2013,revtrain20377,4,This place has great food and the friendly staff is the best! Fish tacos were great.,positive
tr864,3/10/2013,revtrain20378,4,"I have not been to a Rubio's in years because I was not a fan of the menu. I am glad that I returned. I love that my food was brought to the table. The condiments bar is a nice place to add some more flavor to your meal. Food was light and filling. I didn't feel heavy and overstuffed afterwards. A big step up from other ""Mexican"" fast food places.",positive
tr864,4/2/2013,revtrain20379,5,"Wow! I was so very pleasantly surprised with this place!



I had the Mahi Mahi burrito. There was delightfully flaky mahi mahi, rice, roasted corn, red onions, guacamole all wrapped in a delight flour tortilla. The serving seemed bigger than my head and came with tortilla chips that were perfectly crispy and sensationally salted. I sampled each salsa from the bar and have decided that the tomatillo is the one for me. I absolutely love that they have Vanilla Coke 'on-tap'. 



We will absolutely be back for more. :)",positive
tr864,8/25/2013,revtrain20380,5,"We love this place and eat there often. It has fresh food, is consistant and very clean. The staff is very friendly and gets to know its customers. So far, our best place to eat in our area!  The girls that work there have become like friends to us, Amber and Vanba especially.  We ate there again last night and again we were pleased.  You always leave there full and content!

We always wind up going back there.  We highly recommend this Rubio's to anyone looking for a good meal in a friendly, clean environment.

~Eileen and John~",positive
tr864,9/10/2013,revtrain20381,5,Went here based on yelp reviews. The server was great very helpful with menu choices. Had fish taco trio it was delicious and filling. Also tried the chicken salad and chicken quesadilla. They were all delicious. Clean and pleasant atmosphere.,positive
tr864,12/4/2013,revtrain20382,4,"For many years, I was resistant to the idea of fish tacos. Little did I know what I was missing! 8 years ago, I decided to try them at Rubio's and I've never looked back! On this particular visit, I redeemed my free birthday meal, which is a perk of signing up for their email notifications. Consistently good food every time I visit!",positive
tr864,1/9/2014,revtrain20383,5,"My Mom loves the food, and they have Lobster right now! Getting my grub on, then hoping my headache goes away.

 The workers went WAY out of their way for us, even running next door because they were out of the drink my Mom wanted!

 The food was excellent, and the place was spotless. The decor is quirky, and there is always seating.

 I have never left hungry, and even though I think it's pricey it is always worth it once I get there.",positive
tr864,2/10/2014,revtrain20384,5,love the flavors .fresh and anuthentic,positive
tr864,3/14/2014,revtrain20385,5,they have the best soup. tge salsa is amazing. toasted and roasted and whatnot. i like the taco and soup combo. he likes the coastal trio. yum!!!,positive
tr864,4/10/2014,revtrain20386,5,I love the greeting I get at Rubio's. My order is always correct and tastes great. The manager on during the day shift is pleasant and knows my name now. Love the chicken tortilla soup.,positive
tr864,5/4/2014,revtrain20387,5,"Their service is the best.

Their staffs are  very attentive and good energy.

Food is very fresh and delicious.

Quite clean.

Seems Surfer friendly.

We love to come here with my kids.

Kids loves the kids menu.",positive
tr864,5/6/2014,revtrain20388,4,"I have just recently discovered Rubio's and my belly is happy for it! Here's why: 



1.The food is tasty and high quality. 



2. Huge selection of food, so everyone in your party will be happy for sure.



3. The prices are reasonable for what you receive.



4. The staff is extremely friendly.



5. Salsa bar!  The salsas are all yummy and you can have as much as you like.  



What's not to like? If you like Mexican food and want to try something new, check out Rubio's!",positive
tr864,6/22/2014,revtrain20389,5,Good food and great service. Can get busy with a long wait at lunch. I like the burritos. The blackened Mahi is great.,positive
tr864,7/29/2014,revtrain20390,5,I absolutely love the fish tacos at Rubios!!!  I have and will continue to recommend Rubios to friends and family!!  If you've never had a fish taco I would suggest trying your first one at Rubios!!  DELICIOUS!!,positive
tr864,8/1/2014,revtrain20391,5,"Excellent food and menu selections, unbelievably fresh, and Top-Notch service. What more can I say?",positive
tr864,9/13/2014,revtrain20392,4,The Ancho citrus grilled shrimp burrito was excellent.  Service was fast and friendly.  Will come back again.,positive
tr864,9/19/2014,revtrain20393,5,We've been here a couple of times.  Food is always good and so is the service. We'll definitely be back.,positive
tr864,10/22/2014,revtrain20394,5,Best lunch spot in all of NW Vegas.  My absolute fave item on the menu is the blackened salmon burrito. In my humble opinion this is the most yummy-licious item they offer.  Bonus - every entree item comes with chips.  And while you wait for your order there is a salsa bar that you can help yourself to.,positive
tr864,12/14/2014,revtrain20395,5,Bomb as hell love the lobster burrito the tortilla chips are entirely legit. The Carne taco is also incredible.,positive
tr864,12/16/2014,revtrain20396,3,"This place will fix your fish taco craving in no time. Come in on Tuesdays for half off their classic fish taco after 2:30 PM... but you may have to remind the cashier, because their registers don't automatically give the discount. Wish I'd noticed this before I paid $8.



The shrimp verde taco is also good, but I'd personally request it on corn tortillas. They're currently promoting a langostino burrito that sounds tasty, but the fish tacos are reliably large and tasty. Service is surprisingly friendly and this location is a bit more formal than their usual grab-and-go set up.",positive
tr864,12/22/2014,revtrain20397,1,If I could give negative stars I would. I ordered 2 tacos to go. When I got home they were soaked through in sauce. When I opened the wrapping I thought ewww. They were so messy & unappetizing looking. But sometimes it tastes better than it looks. Nope.  The fish coating was terrible tasting. The sauce was gross. I was so disappointed but I couldn't believe they world serve such ugly & disgusting food. I wanted to take it back & ask if the cooks if they'd eat that.,negative
tr865,3/12/2009,revtrain20398,5,"They have a couple of locations around town, each of which has slightly different menu options.  My review of all of them would be about the same, but this is the one closest to me geographically.



The omelettes are always delicious, the pumkin bread is a fixture.  The spuds are something I look forward to about going there.  Pricing is reasonable.  I haven't had anything here I didn't like.  They have normal people food, and they also have wierd stuff, for you California-types.  I have personally had the ""Kitchen Sink"", and it is actually really tasty.



I reserve 5 stars for only my favorite haunts, and this is one of them.",positive
tr865,3/10/2010,revtrain20399,2,"Pretty basic, came in randomly on a sunday so we caught the church crowd, we were able to get one of the last tables and a line had formed just behind us. While entering i said to my girlfriend... i hope they arent just 8 or 10 dollar omeletes. Haha well that was most of their menu, but it was ok, some people need that variety. I only had the country scramble or somethin.

Girlfriend was excited for the pumpkin bread but didnt eat half of it, not sure why.. only thing she liked was the feeling of the place, small, open, blackboard specials. Did not feel Las Vegasy AT ALL, more like a place in the mid west that would be on Diners Drive Ins and Dives.





Def not the best so not much to say. i'd come back if i was in the mood.. maybe... ok i think i need to give this place a 2nd chance now i feel mean !!",negative
tr865,8/23/2010,revtrain20400,4,"If you are in Vegas, this is a must stop for Breakfast!  It doesn't look like anything fancy from the outside, and the inside decor looks like something your grandma decorated, not very modern, but homey and sweet.  The staff fits the decor as well.. very warm, very lovely.  The menu is full of culinary delights and fun concoctions that get your mouth watering and leave you wishing there were 20 people with you, so you could try one of everything!  Fresh ingredients, and 38 different omelets to choose from.  Each breakfast comes with your choice of toast, english muffin, pumpkin nut, or banana nut bread, or tortillas.  I opted for the banana nut bread, which was piping hot and delicious!  Choose from lobster, gulf shrimp, avocado, cherizo, among a ton of other proteins!  We ordered the Eggs Benedict Lobster, and the Lobster fest omelet.  Both were fantastic!  The benedict was rich, full of fresh, tender lobster, and cooling avocado, in a rich hollandaise, and perfectly poached eggs.  The Lobster Fest omelet was fresh, clean and light.. but a TON of it!  Very very good!  I already know what I'll be trying next!  They feature a Flatlanders Special with raw liver, parsnips, grunion lips, gardenia petals, and mint ice cream!  Probably not something I'd get everytime with a price tag of $69... but definitely a bucket list item!!  I'd also love to try ""The Bugsy"", featuring tender chunks of roast beef in an Italian red sauce.  Please make it a point to stop by next time you're in Vegas!  You'll leave with a very full belly and it's not bad on the wallet either!!!",positive
tr865,8/31/2010,revtrain20401,1,"Nothing special. Not a great breakfast place and their Italian dinner items are bland. Went twice. Never again. On my second visit we went with another couple that had an Entertainment Book coupon. The staff wouldn't allow us to sit together and use both coupons. (Only one coupon per table, they said, although that wasn't specified on the coupon.) So our friends had to sit at a table next to us and we shouted at each other to have a conversation. Ridiculous.



Plus their highly touted banana bread reeks of artificial banana flavoring, not fresh bananas; and their special potatoes (served instead of standard hash browns) are like thick, hard, and slightly greasy potato chips.



I don't get the couple of enthusiastic reviews here. Perhaps they have a storied past, but for a Vegas newcomer (two months) this isn't even up to a Denny's standard.",negative
tr865,9/13/2010,revtrain20402,3,I usually love coming here for their Homemade Corned Beef Hash and Eggs but this time I was a little upset with the service. All of the times I have been here they would serve their homemade Pumpkin Bread before breakfast but I wasn't even offered any. I thought maybe they ran out so I just let it go until I heard another waitress next to me offer it to another table. I did one of these inner Grrrrr! sounds but it was already too late because I was getting full. My hot chocolate was never refilled even though I do get one refill for free with my order. This is my first experience here where I received less than stellar service so I will not dwell on it. I also noticed that most all of the little knick knacks were replaced with much more modern decor. I preferred the little knick knacks because it gave the place more character now it just feels really superficial.,positive
tr865,10/6/2010,revtrain20403,1,"Totally cheap, nasty, gross food! Skip this place.",negative
tr865,11/24/2010,revtrain20404,1,"One of the worst restaurants in Las Vegas. The wait staff is slow and sometimes downright rude. They post coupons all over town (newspapers, entertainment books, etc) but act completely rude and condescending when you try to use them. The last straw for us was when we tried to use a 2-for-1 coupon at 7pm on a Tuesday. Restaurant was completely empty except for one other table. We were told that we could not use the coupon on breakfast (we both ordered omelets), only on their ""Italian Special"" dinners. SERIOUSLY?!?!? Never again. Now I only go to Cracked Egg, Egg Works or Egg and I.",negative
tr865,12/8/2010,revtrain20405,4,"Looking at the reviews I don't know if we are talking about the same place.  I thoroughly enjoyed my meal at this place.  Dozens of Omelet's to choose from.  Our server was quick and attentive.  The layout of the place is nothing to be desired, but they left a couple pictures up to let people know they were proud Chicago transplants.



After exploring their vast menu I had the Californian.  They offer spuds or hash browns I decided on the spuds.  When the food came I noticed they did not skimp on portions.  The spuds were great some were crispy which I love, and the omelet was delicious.  I really had a great experience enough so that I will be back.",positive
tr865,5/1/2011,revtrain20406,4,"We love stopping  by for breakfast or lunch. They have a nice variety of menu items for either one. The staff is friendly and the service is quick. This is your basic cafe fare, but they do it very efficiently.",positive
tr865,5/2/2011,revtrain20407,2,"This place was not very good. I'm happy that I had a coupon (2 for 1), but I won't be coming back. The service was alright, but the food was not tasty... just kind of bland. I didn't get an omelet; I ordered a hamburger. I've had better hamburgers at Jack in the Box. I'm serious. Anyway... Try it for yourself, you may have a different opinion.",negative
